example_org_0	637000121	SAV32	41010	41612	41010	41612	Q	0.208741201903
example_org_0	637000121	SAV33	41665	41967	41665	41967	Q	0.261463803489
example_org_0	637000121	SAV34	42010	44046	42010	44046	Q	0.316823376707
example_org_0	637000121	SAV35	44107	44958	44107	44958	Q	0.374970943373
example_org_0	637000121	SAV36	45160	45432	45160	45432	Q	0.436065130993
example_org_0	637000121	SAV37	45819	47141	212	338	PF10282	0.500272605502
example_org_0	637000121	SAV38	47239	48180	75	305	PF00561	0.60153309778
example_org_0	637000121	SAV39	49166	49456	49166	49456	Q	0.651133289584
example_org_0	637000121	SAV40	49694	50434	49694	50434	Q	0.703326208933
example_org_0	637000121	SAV41	50521	50901	50521	50901	Q	0.758254238958
example_org_0	637000121	SAV42	51232	52623	51232	52623	Q	0.816067224217
example_org_0	637000121	SAV43	53113	53505	53113	53505	Q	0.876922879473
example_org_0	637000121	SAV44	54215	55330	24	359	PF07470	0.940987219941
example_org_0	637000121	SAV45	55687	56061	1	115	PF01609	0.945295057629
example_org_0	637000121	SAV46	56052	56441	56052	56441	Q	0.954169411478
example_org_0	637000121	SAV47	56620	57810	1	59	PF12323	0.96365269007
example_org_0	637000121	SAV47	56620	57810	70	282	PF01385	0.570380746531
example_org_0	637000121	SAV47	56620	57810	294	363	PF07282	0.416354639295
example_org_0	637000121	SAV48	58168	58824	58168	58824	Q	0.33488449216
example_org_0	637000121	SAV49	58919	59212	58919	59212	Q	0.2573282398
example_org_1	637000121	SAV59	69136	69402	69136	69402	Q	0.356172595522
example_org_1	637000121	SAV60	70102	70617	70102	70617	Q	0.664526626743
example_org_1	637000121	SAV61	70718	71920	1	53	PF12323	0.988598352771
example_org_1	637000121	SAV61	70718	71920	73	287	PF01385	0.985041910712
example_org_1	637000121	SAV61	70718	71920	298	367	PF07282	0.984313826877
example_org_1	637000121	SAV62	72189	72680	2	159	PF11234	0.985038987332
example_org_1	637000121	SAV63	72680	72901	9	62	PF01381	0.675686739173
example_org_1	637000121	SAV64	73063	73698	73063	73698	Q	0.489238343197
example_org_1	637000121	SAV65	74098	74520	74098	74520	Q	0.311811270999
example_org_2	637000121	SAV86	95110	96105	2	69	PF01978	0.220751603351
example_org_2	637000121	SAV86	95110	96105	264	321	PF00196	0.241656573477
example_org_2	637000121	SAV87	96235	96567	96235	96567	Q	0.251191833467
example_org_2	637000121	SAV88	99274	100050	99274	100050	Q	0.261260627173
example_org_2	637000121	SAV89	100279	100866	53	97	PF03752	0.271890422428
example_org_2	637000121	SAV89	100279	100866	102	146	PF03752	0.313524349642
example_org_2	637000121	SAV89	100279	100866	151	195	PF03752	0.463422954506
example_org_2	637000121	SAV90	100955	101362	61	127	PF12146	0.999754759289
example_org_2	637000121	SAV91	101447	101893	101447	101893	Q	0.999009261332
example_org_2	637000121	SAV92	102549	103163	60	200	PF04203	0.9984405313
example_org_2	637000121	SAV93	103255	103746	12	86	PF04542	0.998090973287
example_org_2	637000121	SAV93	103255	103746	100	151	PF08281	0.998331930301
example_org_2	637000121	SAV94	103709	104197	103709	104197	Q	0.998714672434
example_org_2	637000121	SAV95	104696	106234	104696	106234	Q	0.999269988906
example_org_2	637000121	SAV96	106628	107440	11	150	PF11716	0.99999939463
example_org_2	637000121	SAV97	107491	108027	107491	108027	Q	0.999613186136
example_org_2	637000121	SAV98	108349	110238	249	622	PF00723	0.999384569565
example_org_2	637000121	SAV99	110830	113364	183	418	PF03176	0.999790211303
