637000121	SAV1	1380	1811	1380	1811	Q	0.0970125367632
637000121	SAV2	2466	2699	3	74	PF04851	0.0522529007183
637000121	SAV3	2765	3310	40	138	PF02945	0.039676179607
637000121	SAV4	3433	3939	3433	3939	Q	0.0276057213404
637000121	SAV5	3994	4932	3994	4932	Q	0.0160085975123
637000121	SAV6	4936	7563	1	210	PF04851	0.00485317098059
637000121	SAV6	4936	7563	366	448	PF00271	0.0016856558517
637000121	SAV6	4936	7563	565	640	PF03457	0.00169545371431
637000121	SAV6	4936	7563	641	716	PF03457	0.00153996152002
637000121	SAV6	4936	7563	718	786	PF03457	0.00121883203008
637000121	SAV6	4936	7563	800	873	PF03457	0.000731348111353
637000121	SAV7	7554	9626	376	563	PF00589	7.64211348525e-05
637000121	SAV8	9886	10635	9886	10635	Q	0.000162185414039
637000121	SAV9	10632	10805	1	42	PF00589	0.000122880781636
637000121	SAV11	13376	15523	13376	15523	Q	0.00138917086722
637000121	SAV12	15815	17701	15815	17701	Q	0.00258849958466
637000121	SAV13	17828	18922	83	150	PF03457	0.00372413872216
637000121	SAV13	17828	18922	151	217	PF03457	0.00466134165396
637000121	SAV13	17828	18922	218	287	PF03457	0.00540220130299
637000121	SAV14	19446	20279	19446	20279	Q	0.00594837212649
637000121	SAV15	21562	22080	21562	22080	Q	0.00642830029861
637000121	SAV16	22243	22770	22243	22770	Q	0.00684329507119
637000121	SAV17	23457	23621	23457	23621	Q	0.00719448855673
637000121	SAV18	23675	24559	89	291	PF01609	0.00748283881674
637000121	SAV19	24570	24983	24570	24983	Q	0.00858790399292
637000121	SAV20	25166	25690	25166	25690	Q	0.00965225090756
637000121	SAV22	29508	30080	29508	30080	Q	0.0106787831163
637000121	SAV23	30107	30394	30107	30394	Q	0.0116703010158
637000121	SAV24	30394	31323	30394	31323	Q	0.0126295094828
637000121	SAV25	32197	32559	32197	32559	Q	0.0135590252538
637000121	SAV26	32552	33124	125	177	PF08281	0.0144613840627
637000121	SAV27	33121	33411	33121	33411	Q	0.0152513567949
637000121	SAV28	34056	35792	28	94	PF03457	0.016017088077
637000121	SAV28	34056	35792	95	163	PF03457	0.01655558093
637000121	SAV28	34056	35792	273	343	PF00672	0.0168680378938
637000121	SAV28	34056	35792	347	411	PF00512	0.0214986871511
637000121	SAV28	34056	35792	454	559	PF02518	0.0386229061235
637000121	SAV29	37315	37656	6	90	PF03551	0.0988539935891
637000121	SAV30	37653	38609	37653	38609	Q	0.127981823003
637000121	SAV31	38623	39624	130	264	PF01569	0.158511743837
637000121	SAV32	41010	41612	41010	41612	Q	0.208741201903
637000121	SAV33	41665	41967	41665	41967	Q	0.261463803489
637000121	SAV34	42010	44046	42010	44046	Q	0.316823376707
637000121	SAV35	44107	44958	44107	44958	Q	0.374970943373
637000121	SAV36	45160	45432	45160	45432	Q	0.436065130993
637000121	SAV37	45819	47141	212	338	PF10282	0.500272605502
637000121	SAV38	47239	48180	75	305	PF00561	0.60153309778
637000121	SAV39	49166	49456	49166	49456	Q	0.651133289584
637000121	SAV40	49694	50434	49694	50434	Q	0.703326208933
637000121	SAV41	50521	50901	50521	50901	Q	0.758254238958
637000121	SAV42	51232	52623	51232	52623	Q	0.816067224217
637000121	SAV43	53113	53505	53113	53505	Q	0.876922879473
637000121	SAV44	54215	55330	24	359	PF07470	0.940987219941
637000121	SAV45	55687	56061	1	115	PF01609	0.945295057629
637000121	SAV46	56052	56441	56052	56441	Q	0.954169411478
637000121	SAV47	56620	57810	1	59	PF12323	0.96365269007
637000121	SAV47	56620	57810	70	282	PF01385	0.570380746531
637000121	SAV47	56620	57810	294	363	PF07282	0.416354639295
637000121	SAV48	58168	58824	58168	58824	Q	0.33488449216
637000121	SAV49	58919	59212	58919	59212	Q	0.2573282398
637000121	SAV50	59260	61488	59260	61488	Q	0.183474307499
637000121	SAV51	62242	62751	61	144	PF00583	0.113121220531
637000121	SAV52	62965	63342	62965	63342	Q	0.0863834875785
637000121	SAV53	63529	64401	18	71	PF01381	0.06084879738
637000121	SAV54	64481	64588	64481	64588	Q	0.0455149323985
637000121	SAV55	64632	65045	64632	65045	Q	0.030820980294
637000121	SAV56	65216	65398	65216	65398	Q	0.0167268557266
637000121	SAV57	65536	66591	21	99	PF01833	0.00319410969561
637000121	SAV57	65536	66591	103	181	PF01833	0.00083016050133
637000121	SAV57	65536	66591	185	263	PF01833	0.000462857028933
637000121	SAV57	65536	66591	267	344	PF01833	0.00066705741751
637000121	SAV58	66803	67546	1	76	PF01833	0.00223506161423
637000121	SAV58	66803	67546	80	158	PF01833	0.0112507446346
637000121	SAV58	66803	67546	162	241	PF01833	0.062695064304
637000121	SAV59	69136	69402	69136	69402	Q	0.356172595522
637000121	SAV60	70102	70617	70102	70617	Q	0.664526626743
637000121	SAV61	70718	71920	1	53	PF12323	0.988598352771
637000121	SAV61	70718	71920	73	287	PF01385	0.985041910712
637000121	SAV61	70718	71920	298	367	PF07282	0.984313826877
637000121	SAV62	72189	72680	2	159	PF11234	0.985038987332
637000121	SAV63	72680	72901	9	62	PF01381	0.675686739173
637000121	SAV64	73063	73698	73063	73698	Q	0.489238343197
637000121	SAV65	74098	74520	74098	74520	Q	0.311811270999
637000121	SAV66	74429	74899	1	112	PF01385	0.142921498644
637000121	SAV67	75600	76676	306	343	PF00165	0.0767691907305
637000121	SAV68	77069	78430	77069	78430	Q	0.0631641529573
637000121	SAV69	78733	78972	78733	78972	Q	0.0501298775832
637000121	SAV70	79005	79262	79005	79262	Q	0.0376308068934
637000121	SAV71	79425	79850	11	130	PF03364	0.0256328432199
637000121	SAV72	80560	82215	230	300	PF00672	0.0067022900185
637000121	SAV72	80560	82215	304	369	PF00512	0.00213345494113
637000121	SAV72	80560	82215	416	529	PF02518	0.000862768978976
637000121	SAV73	82208	82954	3	113	PF00072	0.000549724219664
637000121	SAV73	82208	82954	144	219	PF00486	0.000514684756918
637000121	SAV74	83059	84600	82	508	PF09852	0.000193755418691
637000121	SAV75	85042	85431	8	127	PF01042	0.00216187970779
637000121	SAV76	86073	87080	27	267	PF03936	0.00804122012312
637000121	SAV77	87168	87629	87168	87629	Q	0.00661052324693
637000121	SAV78	87716	88276	4	165	PF01609	0.00514365992539
637000121	SAV79	88693	89706	33	70	PF00376	0.0044856885915
637000121	SAV80	89844	90179	89844	90179	Q	0.0048522186055
637000121	SAV81	90422	91192	64	190	PF01522	0.00514350506416
637000121	SAV82	91736	92317	14	56	PF00440	0.0151323302861
637000121	SAV83	92523	92741	92523	92741	Q	0.0307679361364
637000121	SAV84	92939	94183	59	402	PF05139	0.0470802760885
637000121	SAV85	94242	95009	13	49	PF00376	0.0624936687619
637000121	SAV85	94242	95009	142	178	PF00376	0.104910976884
637000121	SAV86	95110	96105	2	69	PF01978	0.220751603351
637000121	SAV86	95110	96105	264	321	PF00196	0.241656573477
637000121	SAV87	96235	96567	96235	96567	Q	0.251191833467
637000121	SAV88	99274	100050	99274	100050	Q	0.261260627173
637000121	SAV89	100279	100866	53	97	PF03752	0.271890422428
637000121	SAV89	100279	100866	102	146	PF03752	0.313524349642
637000121	SAV89	100279	100866	151	195	PF03752	0.463422954506
637000121	SAV90	100955	101362	61	127	PF12146	0.999754759289
637000121	SAV91	101447	101893	101447	101893	Q	0.999009261332
637000121	SAV92	102549	103163	60	200	PF04203	0.9984405313
637000121	SAV93	103255	103746	12	86	PF04542	0.998090973287
637000121	SAV93	103255	103746	100	151	PF08281	0.998331930301
637000121	SAV94	103709	104197	103709	104197	Q	0.998714672434
637000121	SAV95	104696	106234	104696	106234	Q	0.999269988906
637000121	SAV96	106628	107440	11	150	PF11716	0.99999939463
637000121	SAV97	107491	108027	107491	108027	Q	0.999613186136
637000121	SAV98	108349	110238	249	622	PF00723	0.999384569565
637000121	SAV99	110830	113364	183	418	PF03176	0.999790211303
637000121	SAV99	110830	113364	497	777	PF03176	0.999923938652
637000121	SAV100	113361	114866	9	288	PF00109	0.99998828044
637000121	SAV100	113361	114866	296	415	PF02801	0.999993013508
637000121	SAV101	114860	118594	95	423	PF00698	0.999990566438
637000121	SAV101	114860	118594	886	1231	PF00155	0.999882466496
637000121	SAV102	118868	119221	118868	119221	Q	0.999600534234
637000121	SAV103	119461	120039	15	190	PF00872	0.999473267109
637000121	SAV104	120102	120611	1	135	PF00872	0.99914868582
637000121	SAV105	121935	122162	121935	122162	Q	0.998434741186
637000121	SAV106	123637	124200	123637	124200	Q	0.997900631556
637000121	SAV107	124557	124883	1	108	PF00723	0.997544899868
637000121	SAV108	124945	125364	124945	125364	Q	0.998327093041
637000121	SAV109	125995	127230	22	269	PF00067	0.999299188825
637000121	SAV109	125995	127230	272	382	PF00067	0.996114595474
637000121	SAV110	127243	128214	127243	128214	Q	0.75762490257
637000121	SAV111	128414	128743	47	104	PF00196	0.530740019722
637000121	SAV112	129497	132031	139	250	PF08448	0.0770272906183
637000121	SAV112	129497	132031	270	451	PF01590	0.0317618845385
637000121	SAV112	129497	132031	508	644	PF07228	0.0236071594273
637000121	SAV113	132082	132333	132082	132333	Q	0.0223266796684
637000121	SAV114	132479	133000	132479	133000	Q	0.0210528662678
637000121	SAV115	132949	133668	3	146	PF03050	0.0197822442417
637000121	SAV116	133696	134031	133696	134031	Q	0.01656361552
637000121	SAV117	134166	134822	134166	134822	Q	0.0134031912933
637000121	SAV118	136682	137041	136682	137041	Q	0.0102923498729
637000121	SAV119	136846	137490	31	208	PF01609	0.00722260483294
637000121	SAV120	137556	138740	137556	138740	Q	0.00561693425028
637000121	SAV121	138932	139393	138932	139393	Q	0.00397812274624
637000121	SAV122	139360	140565	75	172	PF01548	0.00230169961641
637000121	SAV122	139360	140565	270	357	PF02371	0.00220446493482
637000121	SAV123	140787	141911	48	231	PF01135	0.00380056923999
637000121	SAV124	141787	142821	1	49	PF03965	0.00252534275464
637000121	SAV124	141787	142821	200	312	PF01435	3.91119314854e-05
637000121	SAV125	142975	143661	52	183	PF09335	8.26091972483e-05
637000121	SAV126	143658	144263	62	183	PF01569	0.000177943189684
